loan_id,borrower_id,borrower_name,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-1109,BW-609,Ashley Smith,FHA,2023-06-08,2053-06-08,156000,153779,6.06,360,AL,PURCHASE,D,11 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1110,BW-610,Patricia King,USDA,2023-12-09,2053-12-09,398000,395738,7.83,360,MO,PURCHASE,A,5 years,$50k-$75k,CURRENT,0,Freedom Mortgage,2024-08-01,2023-01-10,COMPLETE,ORIGINATION_LOS
LN-1111,BW-611,Barbara Wilson,VA,2021-08-28,2051-08-28,456000,441821,7.28,360,IN,PURCHASE,C,10 years,$100k-$150k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1112,BW-612,Jessica Thomas,CONVENTIONAL,2023-09-26,2053-09-26,649000,643671,7.63,360,CT,PURCHASE,A,4 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1113,BW-613,Donna Allen,FHA,2022-04-05,2052-04-05,316000,307999,6.9,360,MD,PURCHASE,D,10 years,$100k-$150k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1114,BW-614,Andrew Martin,FHA,2021-06-11,2051-06-11,205000,194812,4.96,360,WI,PURCHASE,D,11 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1115,BW-615,Thomas Young,VA,2023-08-11,2053-08-11,530000,522486,5.22,360,AZ,PURCHASE,A,4 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1116,BW-616,Nancy Robinson,CONVENTIONAL,2023-05-10,2053-05-10,318000,312035,4.94,360,TX,PURCHASE,C,5 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1117,BW-617,Mark Young,JUMBO,2021-09-26,2051-09-26,245000,237521,7.21,360,AL,PURCHASE,B,10 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1118,BW-618,Joshua Sanchez,VA,2022-10-27,2052-10-27,189000,185594,7.33,360,LA,PURCHASE,B,9 years,$100k-$150k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1119,BW-619,Jessica Ramirez,FHA,2023-12-04,2053-12-04,608000,602091,5.02,360,NV,PURCHASE,C,3 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1120,BW-620,Jessica Torres,VA,2022-01-11,2052-01-11,256000,248773,6.91,360,CALIFORNIA,PURCHASE,C,12 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1121,BW-621,Steven Martinez,CONVENTIONAL,2022-05-25,2052-05-25,413000,399311,5.19,360,SC,PURCHASE,B,10 years,$50k-$75k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1122,BW-622,Robert Gonzalez,CONVENTIONAL,2023-06-06,2053-06-06,500000,491170,4.88,360,NV,PURCHASE,C,4 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1123,BW-623,Joseph Johnson,CONVENTIONAL,2023-09-13,2053-09-13,435000,430547,6.49,360,NV,PURCHASE,B,9 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1124,BW-624,William Scott,FHA,2023-11-09,2053-11-09,236000,234486,7.83,360,CA,PURCHASE,D,3 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1125,BW-625,Thomas Lopez,CONVENTIONAL,2023-01-17,2053-01-17,526000,515202,5.8,360,AL,PURCHASE,C,9 years,$50k-$75k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1126,BW-626,Nancy Williams,USDA,2021-06-17,2051-06-17,356000,342891,6.68,360,OR,PURCHASE,C,8 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1127,BW-627,Charles Young,FHA,2022-12-25,2052-12-25,550000,536679,5.18,360,MO,PURCHASE,C,11 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1128,BW-628,Sandra Jones,CONVENTIONAL,2022-04-05,2052-04-05,460000,445594,5.73,360,CO,PURCHASE,C,10 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1129,BW-629,Barbara Young,CONVENTIONAL,2022-07-01,2052-07-01,268000,261241,6.26,360,NJ,PURCHASE,D,9 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1130,BW-630,Michelle Ramirez,JUMBO,2021-04-11,2051-04-11,317000,32000,7.22,360,AZ,PURCHASE,C,4 years,$150k+,CLOSED,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1131,BW-631,Emily Jackson,USDA,2022-03-27,2052-03-27,451000,439313,6.98,360,OH,PURCHASE,D,3 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1132,BW-632,Patricia Wright,CONVENTIONAL,2022-09-03,2052-09-03,548000,531973,4.94,360,CT,PURCHASE,A,7 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1133,BW-633,Christopher Davis,CONVENTIONAL,2021-11-28,2051-11-28,434000,417670,5.69,360,WI,PURCHASE,C,9 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1134,BW-634,Robert Torres,FHA,2023-10-08,2053-10-08,167000,165630,7.13,360,VA,PURCHASE,C,10 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1135,BW-635,Robert Martin,VA,2021-03-05,2051-03-05,317000,299166,4.71,360,GA,PURCHASE,D,7 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1136,BW-636,Michelle King,CONVENTIONAL,2023-11-23,2053-11-23,441000,438154,7.8,360,OK,PURCHASE,C,11 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1137,BW-637,Sandra Anderson,VA,2022-08-20,2052-08-20,505000,493631,6.64,360,KY,PURCHASE,A,11 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1138,BW-638,Nancy Jones,CONVENTIONAL,2023-11-03,2053-11-03,625000,618729,5.5,360,AZ,PURCHASE,C,2 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1139,BW-639,Donald Jones,FHA,2021-09-12,2051-09-12,210000,201204,5.44,360,OR,PURCHASE,B,4 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1140,BW-640,Sandra Sanchez,FHA,2022-04-11,2052-04-11,190000,186200,5.9,360,WA,PURCHASE,B,7 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1141,BW-641,Joshua Clark,VA,2022-12-25,2052-12-25,212000,208269,6.92,360,MO,PURCHASE,A,6 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1142,BW-642,Charles Harris,CONVENTIONAL,2023-12-27,2053-12-27,501000,497917,7.43,360,WI,PURCHASE,A,6 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1143,BW-643,Matthew Clark,USDA,2023-12-07,2053-12-07,623000,616538,4.66,360,AL,PURCHASE,B,11 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1144,BW-644,Joseph Lopez,FHA,2021-06-03,2051-06-03,645000,618715,6.11,360,TX,PURCHASE,D,8 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1145,BW-645,Joshua Anderson,USDA,2023-03-19,2053-03-19,340000,334217,6.19,360,WA,PURCHASE,C,11 years,$50k-$75k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1146,BW-646,John Johnson,VA,2022-03-02,2052-03-02,225000,218263,6.19,360,FL,PURCHASE,A,7 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1147,BW-647,James White,CONVENTIONAL,2021-03-12,2051-03-12,336000,317129,4.72,360,OH,PURCHASE,C,11 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1148,BW-648,Patricia Clark,VA,2021-02-13,2051-02-13,267000,256201,6.78,360,IN,PURCHASE,D,8 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1149,BW-649,Charles Torres,JUMBO,2021-09-10,2051-09-10,413000,396467,5.7,360,NJ,PURCHASE,A,10 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1150,BW-650,Sandra Wright,VA,2023-10-18,2053-10-18,386000,380985,4.67,360,MO,PURCHASE,C,5 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1151,BW-651,Matthew Brown,JUMBO,2022-11-11,2052-11-11,214000,209539,6.29,360,CT,PURCHASE,C,9 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1152,BW-652,Elizabeth Torres,FHA,2021-04-07,2051-04-07,373000,355152,5.51,360,MN,PURCHASE,B,10 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1153,BW-653,Michelle Ramirez,JUMBO,2021-05-19,2051-05-19,335000,317762,4.92,360,NY,PURCHASE,C,6 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1154,BW-654,Michelle Sanchez,USDA,2022-03-03,2052-03-03,650000,632490,6.77,360,NC,PURCHASE,B,9 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1155,BW-655,Richard Davis,CONVENTIONAL,2023-01-10,2053-01-10,221000,216602,5.97,360,TX,PURCHASE,D,11 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1156,BW-656,Patricia Wright,VA,2021-10-11,2051-10-11,496000,472677,4.58,360,FL,PURCHASE,D,10 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1157,BW-657,Joshua Martin,JUMBO,2023-01-26,2053-01-26,477000,466604,5.47,360,WI,PURCHASE,C,7 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1158,BW-658,Barbara Hernandez,VA,2023-08-27,2053-08-27,151000,149427,6.87,360,LA,PURCHASE,B,10 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1159,BW-659,Linda Rodriguez,JUMBO,2021-05-25,2051-05-25,375000,363195,7.7,360,IL,PURCHASE,C,7 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1160,BW-660,Christopher Garcia,CONVENTIONAL,2023-02-12,2053-02-12,293000,287115,5.61,360,UT,PURCHASE,A,12 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1161,BW-661,Steven Lopez,CONVENTIONAL,2022-09-26,2052-09-26,319000,309456,4.81,360,UT,PURCHASE,C,3 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1162,BW-662,James Walker,JUMBO,2022-03-02,2052-03-02,624000,609436,7.54,360,WI,PURCHASE,C,6 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1163,BW-663,Michael Nguyen,CONVENTIONAL,2021-01-09,2051-01-09,640000,602522,4.78,360,OK,PURCHASE,D,12 years,$100k-$150k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1164,BW-664,Jessica Anderson,FHA,2023-08-22,2053-08-22,387000,380942,4.67,360,MN,PURCHASE,B,7 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1165,BW-665,Sarah Brown,FHA,2021-09-08,2051-09-08,226000,215651,4.92,360,MO,PURCHASE,D,7 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1166,BW-666,Ashley Taylor,JUMBO,2021-04-14,2051-04-14,370000,349428,4.62,360,OH,PURCHASE,D,11 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1167,BW-667,Mary Garcia,CONVENTIONAL,2021-06-14,2051-06-14,520000,503414,7.47,360,SC,PURCHASE,C,9 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1168,BW-668,John Brown,VA,2023-12-09,2053-12-09,439000,436240,7.32,360,MN,PURCHASE,B,11 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1169,BW-669,Lisa White,CONVENTIONAL,2021-08-17,2051-08-17,499000,485015,7.84,360,AL,PURCHASE,A,10 years,$150k+,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1170,BW-670,Paul Ramirez,CONVENTIONAL,2022-09-20,2052-09-20,403000,390710,4.7,360,LA,PURCHASE,D,6 years,$150k+,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1171,BW-671,John Young,JUMBO,2023-03-22,2053-03-22,410000,402547,5.83,360,MN,PURCHASE,C,3 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1172,BW-672,David Nguyen,JUMBO,2022-03-21,2052-03-21,346000,338195,7.72,360,OK,PURCHASE,B,10 years,$150k+,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1173,BW-673,Ashley Young,FHA,2022-09-27,2052-09-27,482000,469461,5.6,360,CA,PURCHASE,D,12 years,$100k-$150k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1174,BW-674,Andrew Ramirez,FHA,2022-12-10,2052-12-10,496000,487369,6.98,360,TN,PURCHASE,A,5 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1175,BW-675,Sarah Sanchez,VA,2021-06-11,2051-06-11,150000,141962,4.51,360,TX,PURCHASE,A,6 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1176,BW-676,Donna Martinez,FHA,2023-03-14,2053-03-14,487000,479626,6.81,360,AZ,PURCHASE,A,8 years,$75k-$100k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1177,BW-677,Paul Sanchez,CONVENTIONAL,2022-09-17,2052-09-17,537000,527795,7.84,360,MA,PURCHASE,D,8 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1178,BW-678,Paul Taylor,JUMBO,2021-02-03,2051-02-03,446000,428751,7.03,360,UT,PURCHASE,C,2 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1179,BW-679,Kimberly Lewis,CONVENTIONAL,2021-09-01,2051-09-01,163000,155200,4.66,360,UT,PURCHASE,A,2 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1180,BW-680,Sarah Flores,JUMBO,2023-09-12,2053-09-12,244000,241396,6.27,360,OH,PURCHASE,B,2 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1181,BW-681,Joshua Clark,CONVENTIONAL,2021-05-20,2051-05-20,348000,331997,5.58,360,MD,PURCHASE,B,2 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1182,BW-682,Christopher White,JUMBO,2021-05-20,2051-05-20,237000,227079,6.12,360,WI,PURCHASE,A,5 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1183,BW-683,Christopher Torres,FHA,2021-01-20,2051-01-20,644000,610181,5.43,360,CT,PURCHASE,D,6 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1184,BW-684,Linda Williams,FHA,2021-12-19,2051-12-19,272000,263526,6.56,360,FL,PURCHASE,B,7 years,$150k+,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1185,BW-685,Susan Taylor,USDA,2021-07-28,2051-07-28,528000,512131,7.63,360,GA,PURCHASE,D,6 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1186,BW-686,Steven Lee,USDA,2022-06-17,2052-06-17,200000,194335,5.85,360,MI,PURCHASE,C,6 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1187,BW-687,Christopher Rodriguez,USDA,2021-06-17,2051-06-17,307000,294222,5.99,360,WA,PURCHASE,D,2 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1188,BW-688,Jennifer Hernandez,JUMBO,2022-01-19,2052-01-19,346000,337114,7.42,360,NV,PURCHASE,D,4 years,$150k+,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1189,BW-689,Michael Davis,VA,2022-09-09,2052-09-09,175000,169810,4.86,360,NV,PURCHASE,C,12 years,$50k-$75k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1190,BW-690,Daniel Flores,CONVENTIONAL,2021-09-25,2051-09-25,385000,368650,5.36,360,IN,PURCHASE,D,7 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1191,BW-691,Richard Torres,CONVENTIONAL,2021-02-18,2051-02-18,648000,620843,6.58,360,NY,PURCHASE,C,3 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1192,BW-692,Michael Johnson,USDA,2022-11-03,2052-11-03,473000,464920,7.35,360,PA,PURCHASE,A,2 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1193,BW-693,Thomas Young,VA,2023-03-07,2053-03-07,546000,537186,6.47,360,MN,PURCHASE,A,11 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1194,BW-694,Mary Garcia,USDA,2022-01-26,2052-01-26,213000,207151,7.06,360,CO,PURCHASE,B,2 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1195,BW-695,Jennifer King,VA,2023-12-27,2053-12-27,254000,251765,5.56,360,TX,PURCHASE,A,6 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1196,BW-696,Robert Perez,FHA,2021-09-13,2051-09-13,640000,614425,5.71,360,NC,PURCHASE,D,2 years,$50k-$75k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1197,BW-697,David White,USDA,2021-05-25,2051-05-25,540000,515253,5.6,360,OR,PURCHASE,D,5 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1198,BW-698,Christopher Rodriguez,VA,2021-09-16,2051-09-16,472000,453885,5.94,360,MD,PURCHASE,A,3 years,$100k-$150k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1199,BW-699,John Martin,USDA,2021-07-21,2051-07-21,184000,175175,5,360,AZ,PURCHASE,D,4 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1200,BW-700,Karen Torres,FHA,2021-05-18,2051-05-18,552000,534103,7.54,360,PA,PURCHASE,C,2 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1201,BW-701,Sarah Williams,FHA,2022-06-18,2052-06-18,495000,479456,5.27,360,UT,PURCHASE,A,3 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1202,BW-702,Linda Walker,JUMBO,2021-08-06,2051-08-06,307000,292558,4.94,360,OH,PURCHASE,A,8 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1203,BW-703,William Thomas,FHA,2023-10-24,2053-10-24,327000,323160,5.23,360,NV,PURCHASE,D,2 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1204,BW-704,Nancy Lee,FHA,2021-06-23,2051-06-23,173000,165400,5.68,360,WA,PURCHASE,C,4 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1205,BW-705,Sandra Perez,CONVENTIONAL,2022-08-03,2052-08-03,597000,578965,5.01,360,VA,PURCHASE,B,3 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1206,BW-706,Donald Taylor,JUMBO,2023-07-21,2053-07-21,265000,262007,6.88,360,WA,PURCHASE,C,9 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1207,BW-707,Linda Ramirez,JUMBO,2021-05-26,2051-05-26,501000,485403,7.76,360,CT,PURCHASE,B,12 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1208,BW-708,Anthony Torres,USDA,2021-08-04,2051-08-04,303000,291322,6.09,360,TN,PURCHASE,D,10 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1209,BW-709,Charles Brown,USDA,2021-05-19,2051-05-19,396000,382111,7.11,360,SC,PURCHASE,D,3 years,$100k-$150k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1210,BW-710,Emily Lopez,CONVENTIONAL,2022-05-27,2052-05-27,378000,370292,7.84,360,NY,PURCHASE,D,5 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1211,BW-711,Sarah Thomas,CONVENTIONAL,2022-07-15,2052-07-15,257000,251758,7.4,360,OK,PURCHASE,C,2 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1212,BW-712,Susan Hill,JUMBO,2022-09-01,2052-09-01,500000,490835,7.49,360,KY,PURCHASE,D,2 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1213,BW-713,Robert Martinez,JUMBO,2023-12-05,2053-12-05,634000,628243,5.39,360,OR,PURCHASE,B,9 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1214,BW-714,Betty Flores,CONVENTIONAL,2021-04-05,2051-04-05,623000,590872,5.07,360,WI,PURCHASE,A,6 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1215,BW-715,David Nguyen,JUMBO,2023-07-19,2053-07-19,469000,461269,4.84,360,CT,PURCHASE,B,3 years,$100k-$150k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1216,BW-716,Barbara Thompson,JUMBO,2021-04-05,2051-04-05,478000,462630,7.74,360,FL,PURCHASE,D,7 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1217,BW-717,Joseph Nguyen,CONVENTIONAL,2023-05-19,2053-05-19,329000,323730,5.81,360,WI,PURCHASE,C,9 years,$100k-$150k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1218,BW-718,Christopher Lopez,USDA,2021-04-06,2051-04-06,600000,569834,5.22,360,WA,PURCHASE,A,3 years,$100k-$150k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
